index,intention_semantic_similarity,intention_conceptual_depth_analysis_before_level,intention_conceptual_depth_analysis_after_level,intention_conceptual_depth_analysis_before_focus,intention_conceptual_depth_analysis_after_focus,intention_conceptual_depth_analysis_change_direction,intention_conceptual_coverage_before_categories,intention_conceptual_coverage_after_categories,intention_conceptual_coverage_maintained_categories,intention_conceptual_coverage_new_categories,intention_conceptual_coverage_lost_categories,intention_evolution_assessment_type,intention_evolution_assessment_description,intention_evolution_assessment_quality_change,intention_key_insights,intention_analysis_type
579,0.4,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,presja społeczna; zabawa,perswazja; zakupy,[],perswazja; zakupy,presja społeczna; zabawa,brak znaczącej zmiany,Annotator nie wykazał znaczącego rozwoju w rozumieniu intencji. Obie odpowiedzi koncentrują się na konkretnych działaniach bez głębszej analizy motywacji.,0.0,"Brak ewolucji w rozumieniu intencji wywierania wpływu. Odpowiedzi pozostają na poziomie konkretnych działań, co sugeruje, że annotator nie rozwinął głębszego zrozumienia psychologicznych aspektów perswazji.",intention
580,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,budowanie wizerunku; zachęta do zakupu,zachęta do zakupu,zachęta do zakupu,[],budowanie wizerunku,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikowania intencji związanych z budowaniem wizerunku produktu do skupienia się wyłącznie na zachęcie do zakupu, co ogranicza głębię analizy.",-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnej akcji (zakup butów), tracąc z oczu szersze intencje związane z budowaniem wizerunku i postrzeganiem produktu w kontekście kulturowym.",intention
581,0.5,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,zachęta do zakupu,reklama; nakłanianie do zakupu,[],reklama; nakłanianie,zachęta do zakupu,brak znaczącej zmiany,"Annotator przeszedł od ogólnego pojęcia zachęty do zakupu do bardziej szczegółowych działań związanych z reklamą i nakłanianiem, ale nie wprowadził głębszego zrozumienia intencji.",0.0,"Brak istotnego rozwoju w zrozumieniu intencji. Odpowiedź 'After' koncentruje się na konkretnych działaniach, ale nie dostarcza głębszego wglądu w psychologiczne motywacje stojące za tymi działaniami.",intention
582,0.2,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,wpływ na samoocenę; nakłonienie do zakupu,wyrażenie chęci zakupu,[],wyrażenie chęci zakupu,wpływ na samoocenę; nakłonienie do zakupu,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od analizy głębszych intencji związanych z wpływem na samoocenę do opisu konkretnego działania, jakim jest wyrażenie chęci zakupu. Stracił z oceny szerszy kontekst psychologiczny.",-0.7,"Wyraźne pogorszenie w analizie intencji - odpowiedź 'After' koncentruje się na konkretnym działaniu, a nie na psychologicznych mechanizmach wpływu. Brakuje zrozumienia, dlaczego osoba mogła chcieć wpłynąć na samoocenę odbiorcy.",intention
583,0.5,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,zakup; działania konsumenckie,perswazja; wpływ społeczny,[],perswazja; wpływ społeczny,zakup; działania konsumenckie,pogłębienie koncepcyjne,Annotator przeszedł od opisu konkretnego działania (zakup) do zrozumienia intencji perswazyjnych związanych z przekonywaniem innej osoby do zakupu.,0.7,Rozwój w zrozumieniu intencji - annotator przeszedł od opisu prostego działania do analizy psychologicznych mechanizmów perswazji. Wskazuje na większą świadomość wpływu społecznego i intencji stojących za próbą przekonania kogoś do zakupu.,intention
584,0.4,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,przymus; zakup,budowanie więzi; poczucie wyjątkowości; przynależność do grupy,[],budowanie więzi; poczucie wyjątkowości; przynależność do grupy,przymus; zakup,pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnego działania (zmuszenie do zakupu) do identyfikacji głębszych intencji związanych z emocjami i relacjami. Zrozumiał, że intencje mogą obejmować budowanie więzi i poczucia przynależności.",0.7,"Wyraźny rozwój w rozumieniu intencji - annotator przeszedł od powierzchownego opisu przymusu do zrozumienia emocjonalnych i relacyjnych aspektów wpływu. Wskazuje na większą wrażliwość na psychologiczne mechanizmy, które mogą leżeć u podstaw działań wpływających na innych.",intention
585,0.0,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,[],wzrost samooceny; budowanie relacji; wdzięczność,[],wzrost samooceny; budowanie relacji; wdzięczność,[],pogłębienie koncepcyjne,"Annotator przeszedł od braku odpowiedzi do zrozumienia złożonych intencji matki, które obejmują emocjonalne i relacyjne aspekty wpływu na córkę.",1.0,"Wyraźny rozwój w rozumieniu intencji - annotator zidentyfikował różnorodne cele matki, takie jak podwyższenie samooceny córki oraz zacieśnienie relacji, co wskazuje na głębsze zrozumienie psychologicznych mechanizmów wpływu.",intention
586,0.5,głęboki,średni,koncepcyjny,mieszany,bardziej konkretny,wzmacnianie poczucia wyjątkowości; budowanie przynależności; zwiększenie pewności siebie; dbałość o urodę; wzbudzenie wdzięczności; zacieśnienie więzi,przekonanie do produktu; regulacja samooceny; budowanie relacji,wzmacnianie poczucia wyjątkowości; budowanie relacji,przekonanie do produktu; regulacja samooceny,budowanie przynależności; zwiększenie pewności siebie; dbałość o urodę; wzbudzenie wdzięczności; zacieśnienie więzi,przeformułowanie,Annotator przeszedł od identyfikowania głębokich intencji związanych z emocjami i relacjami do bardziej konkretnych celów związanych z przekonywaniem do produktu. Zmiana w kierunku bardziej praktycznych działań.,0.2,"Ewolucja w rozumieniu intencji - annotator skupił się na bardziej konkretnych celach związanych z przekonywaniem do kosmetyków, co może wskazywać na zmianę w postrzeganiu wpływu jako bardziej pragmatycznego. Jednakże, utracono wiele głębszych, emocjonalnych intencji, co może ograniczać zrozumienie szerszego kontekstu wpływu.",intention
587,0.4,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,identyfikacja z marką; poczucie wyjątkowości,przekonywanie; nauczanie postaw; wpojenie opinii o sobie,[],przekonywanie; nauczanie postaw; wpojenie opinii,identyfikacja z marką; poczucie wyjątkowości,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikacji abstrakcyjnych celów związanych z marką do opisywania konkretnych działań i postaw wobec córki. Stracił fokus na głębsze intencje związane z identyfikacją i poczuciem wyjątkowości.,-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnych działaniach i postawach, ale nie odnosi się do szerszych intencji związanych z marką i emocjami. Brakuje zrozumienia psychologicznych mechanizmów wpływu na poziomie identyfikacji i wyjątkowości.",intention
589,0.4,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,wzmacnianie poczucia wartości,wywołanie reakcji; interakcja,[],wywołanie reakcji; interakcja,wzmacnianie poczucia wartości,brak znaczącej zmiany,"Annotator przeszedł od konkretnej intencji związanej z poczuciem wartości do opisu działań mających na celu wywołanie reakcji, ale nie zyskał głębszego zrozumienia intencji.",0.0,"Brak znaczącej zmiany w rozumieniu intencji. Odpowiedzi w obu przypadkach pozostają na poziomie powierzchownym, koncentrując się na konkretnych działaniach zamiast na głębszych motywacjach czy celach.",intention
588,0.5,średni,głęboki,mieszany,koncepcyjny,bardziej koncepcyjny,wyrażanie troski; usprawiedliwienie zależności,budowanie tożsamości; przynależność do grupy; wyjątkowość,[],budowanie tożsamości; przynależność do grupy; wyjątkowość,wyrażanie troski; usprawiedliwienie zależności,pogłębienie koncepcyjne,Annotator przeszedł od identyfikacji prostych intencji związanych z troską i zależnością do bardziej złożonych celów związanych z tożsamością i przynależnością do grupy. Wskazuje na zrozumienie psychologicznych aspektów wpływu.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator przeszedł od powierzchownych celów do głębszych mechanizmów budowania tożsamości i przynależności. Odpowiedź 'After' pokazuje, że annotator dostrzega, jak działania matki mają na celu nie tylko wyrażenie troski, ale także wzmocnienie poczucia wyjątkowości i przynależności do ekskluzywnej grupy.",intention
590,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,wywołanie emocji; prośba o pomoc,spędzanie czasu; szukanie transportu; oczekiwania społeczne,[],spędzanie czasu; szukanie transportu; oczekiwania społeczne,wywołanie emocji; prośba o pomoc,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikowania emocjonalnych intencji (współczucie) do opisywania konkretnych oczekiwań i działań (szukanie transportu, nocleg). Stracił fokus na głębsze psychologiczne motywacje.",-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Annotator skupił się na konkretnych działaniach i oczekiwaniach, tracąc z oczu szersze emocjonalne i psychologiczne aspekty wpływu.",intention
592,0.0,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,[],[],[],[],[],brak znaczącej zmiany,Brak odpowiedzi w obu przypadkach uniemożliwia ocenę rozwoju rozumienia intencji.,0.0,"Brak danych do analizy, co uniemożliwia ocenę jakiejkolwiek ewolucji w rozumieniu intencji przez annotatora.",intention
591,0.5,średni,średni,mieszany,mieszany,bez zmian,integracja społeczna; organizacja czasu; liderstwo,zaproszenie do aktywności; kontrola nad dziećmi,[],zaproszenie do aktywności; kontrola nad dziećmi,integracja społeczna; organizacja czasu; liderstwo,przeformułowanie,"Annotator przeszedł od ogólnych intencji związanych z integracją do bardziej szczegółowych intencji dotyczących zapraszania znajomych oraz kontroli nad dziećmi. Zmiana w kierunku bardziej konkretnych celów, ale utrata szerszego kontekstu.",0.2,"Annotator skupił się na bardziej szczegółowych intencjach, ale stracił z oceny szersze cele integracyjne i organizacyjne. Nowe odpowiedzi są bardziej konkretne, ale brakuje im głębszego zrozumienia społecznych aspektów wpływu.",intention
593,0.4,średni,powierzchowny,mieszany,konkretny,bardziej konkretny,zaangażowanie innych; perswazja osobista,manipulacja; konkretne działanie,[],manipulacja,zaangażowanie innych; perswazja osobista,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania intencji związanych z zaangażowaniem innych do opisu konkretnej manipulacji. Zmniejszył się zakres rozumienia intencji wywierania wpływu.,-0.5,"Pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnej manipulacji, tracąc szerszy kontekst zaangażowania innych w proces wpływu. Brakuje głębszej analizy psychologicznych aspektów perswazji.",intention
594,0.2,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,spędzanie czasu; wykorzystanie zasobów,przekonywanie; oszczędność; konsumpcja,[],przekonywanie; oszczędność,spędzanie czasu; wykorzystanie zasobów,pogłębienie koncepcyjne,Annotator przeszedł od opisu konkretnej sytuacji towarzyskiej do identyfikacji intencji przekonywania i oszczędności. Wskazuje na rozwój w rozumieniu celów wpływu społecznego.,0.5,Ewolucja w zrozumieniu intencji - annotator przeszedł od powierzchownego opisu sytuacji do bardziej złożonego rozumienia celów przekonywania i oszczędności. Wskazuje to na rozwój w analizie intencji wywierania wpływu.,intention
596,0.5,średni,średni,mieszany,koncepcyjny,bez zmian,ostrzeżenie przed wpływem reklamy; konkurencja,przekonywanie; troska o finanse,[],przekonywanie; troska o finanse,ostrzeżenie przed wpływem reklamy; konkurencja,przeformułowanie,Annotator przeszedł od ogólnego ostrzeżenia o wpływie reklamy do bardziej szczegółowego opisu intencji przekonywania i troski o finanse odbiorców.,0.3,"Rozwój w zrozumieniu intencji - annotator skupił się na konkretnych celach przekonywania i troski o finanse, co wskazuje na lepsze zrozumienie psychologicznych aspektów wpływu, mimo że stracił niektóre ogólne kategorie.",intention
595,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zniechęcanie do zakupu; rozwój krytycznego myślenia,komplementowanie; zdrowy rozsądek,[],komplementowanie; zdrowy rozsądek,zniechęcanie do zakupu; rozwój krytycznego myślenia,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania intencji związanych z krytycznym myśleniem i zniechęceniem do zakupu do opisywania konkretnego działania (komplementowanie uczniów). Stracił fokus na głębsze cele i intencje.,-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnym działaniu (komplementowanie), a nie na szerszych intencjach związanych z krytycznym myśleniem i zniechęceniem do zakupu. Brakuje głębszego zrozumienia psychologicznych aspektów wpływu.",intention
597,0.2,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,wpływ na decyzje zakupowe; troska o finanse,odradzanie zakupu,[],odradzanie zakupu,wpływ na decyzje zakupowe; troska o finanse,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania ogólnych intencji wpływu na wybory konsumenckie i troski o finanse do opisywania konkretnego działania (odradzanie zakupu). Stracił z oceny szerszy kontekst intencji.,-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnym działaniu, ale nie uwzględnia szerszych intencji i motywacji, które mogłyby leżeć u podstaw tego działania. Brakuje zrozumienia psychologicznych aspektów wpływu na decyzje zakupowe.",intention
598,0.5,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,negatywne nastawienie do zakupu,świadomość zakupowa,[],świadomość zakupowa,negatywne nastawienie do zakupu,pogłębienie koncepcyjne,Annotator przeszedł od opisu negatywnego wpływu na konkretne działanie (zniechęcenie do zakupu) do bardziej pozytywnego i koncepcyjnego celu (zwiększenie świadomości zakupowej).,0.7,"Wyraźny rozwój w rozumieniu intencji - annotator przeszedł od identyfikacji negatywnego wpływu do zrozumienia pozytywnego celu, który ma na celu rozwój świadomości zakupowej uczniów. To pokazuje bardziej złożone myślenie o wpływie i jego celach.",intention
599,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,odradzanie zakupu; krytyka konsumpcjonizmu,promocja produktu; tworzenie potrzeby; konsumpcjonizm,[],promocja produktu; tworzenie potrzeby; konsumpcjonizm,odradzanie zakupu; krytyka konsumpcjonizmu,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikacji intencji związanych z odradzaniem zakupu do opisywania konkretnych działań promujących zakup smartwatcha. Zmiana w kierunku bardziej szczegółowych, ale mniej koncepcyjnych intencji.",-0.5,"Wyraźne spłycenie analizy - annotator skupił się na konkretnych działaniach związanych z promowaniem smartwatcha, tracąc z oczu szersze intencje związane z krytyką konsumpcjonizmu i odradzaniem zakupu. Brakuje głębszego zrozumienia psychologicznych mechanizmów wpływu.",intention
600,0.4,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,przekonanie do zakupu,presja konformistyczna; normy rówieśnicze; symbol statusu,[],presja konformistyczna; normy rówieśnicze; symbol statusu,przekonanie do zakupu,pogłębienie koncepcyjne,"Annotator przeszedł od prostego stwierdzenia dotyczącego zakupu do analizy psychologicznych mechanizmów wpływu, takich jak presja konformistyczna i normy społeczne. Zrozumienie intencji stało się bardziej złożone i wielowymiarowe.",0.7,"Wyraźny rozwój w zrozumieniu intencji wywierania wpływu. Annotator teraz dostrzega nie tylko cel zakupu, ale także psychologiczne mechanizmy, które mogą skłonić do tego działania, co wskazuje na głębsze zrozumienie dynamiki społecznej.",intention
601,0.4,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,zalecenie; przekonanie,nakłonienie; zakup,[],nakłonienie; zakup,zalecenie; przekonanie,brak znaczącej zmiany,"Annotator przeszedł od ogólnego zalecenia do bardziej konkretnego działania, ale nie wprowadził głębszej analizy intencji.",0.0,"Brak znaczącej zmiany w zrozumieniu intencji. Odpowiedź 'After' jest bardziej konkretna, ale nie dodaje głębszego wglądu w psychologiczne lub społeczne aspekty wpływu.",intention
602,0.6,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,nakłonienie do zakupu,przekonywanie do zakupu; tworzenie opinii,[],przekonywanie do zakupu; tworzenie opinii,nakłonienie do zakupu,pogłębienie koncepcyjne,"Annotator przeszedł od prostego nakłaniania do zakupu do bardziej złożonego przekonywania uczniów o konieczności posiadania smartwatcha, co wskazuje na zrozumienie szerszego kontekstu i intencji.",0.5,"Rozwój w zrozumieniu intencji - annotator przeszedł od opisu konkretnego działania (nakłonienie do zakupu) do analizy szerszych celów przekonywania i tworzenia opinii, co wskazuje na głębsze zrozumienie psychologicznych aspektów wpływu.",intention
603,0.5,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,namawianie do zakupu,edukacja; porównanie wartości,[],edukacja; porównanie wartości,namawianie do zakupu,pogłębienie koncepcyjne,Annotator przeszedł od prostego opisu intencji namawiania do bardziej złożonego zrozumienia procesu edukacji i porównania wartości posiadania smartwatcha.,0.7,"Rozwój w zrozumieniu intencji - annotator przeszedł od powierzchownego namawiania do analizy edukacyjnej, wskazując na wartości i korzyści płynące z posiadania smartwatcha. To pokazuje lepsze zrozumienie psychologicznych aspektów wpływu.",intention
604,0.4,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,zachęta do zakupu,dowartościowanie; wsparcie; wyrażanie zdania,[],dowartościowanie; wsparcie; wyrażanie zdania,zachęta do zakupu,pogłębienie koncepcyjne,"Annotator przeszedł od konkretnej intencji związanej z zakupem do bardziej złożonych celów społecznych i emocjonalnych, takich jak dowartościowanie i wsparcie.",0.7,"Wyraźny rozwój w rozumieniu intencji - annotator zidentyfikował szersze cele, które mogą być związane z wpływem społecznym, zamiast skupiać się tylko na konkretnej akcji zakupu. To pokazuje większą wrażliwość na psychologiczne aspekty wpływu.",intention
605,0.6,średni,głęboki,koncepcyjny,koncepcyjny,bardziej koncepcyjny,wzmacnianie poczucia własnej wartości; tworzenie atmosfery; sugestie dotyczące przyjaźni,budowanie zaufania; wzmocnienie tożsamości grupowej; przeciwdziałanie presji rówieśniczej,wzmacnianie poczucia własnej wartości,budowanie zaufania; tożsamość grupowa; przeciwdziałanie presji,tworzenie atmosfery; sugestie dotyczące przyjaźni,pogłębienie koncepcyjne,Annotator przeszedł od identyfikacji bardziej powierzchownych celów do zrozumienia głębszych mechanizmów budowania zaufania i tożsamości grupowej. Wskazuje na złożoność interakcji społecznych i ich wpływ na młodzież.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator teraz dostrzega, jak empatia i autentyczność mogą przeciwdziałać negatywnym wpływom zewnętrznym, co pokazuje głębsze zrozumienie psychologicznych aspektów wpływu społecznego.",intention
606,0.4,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,presja społeczna; ocena wyglądu,refleksja nad relacjami; wartości w relacjach; wsparcie emocjonalne,[],refleksja nad relacjami; wartości w relacjach; wsparcie emocjonalne,presja społeczna; ocena wyglądu,pogłębienie koncepcyjne,Annotator przeszedł od opisu konkretnej intencji związanej z presją społeczną do bardziej złożonych celów związanych z refleksją nad relacjami i wartościami. Wskazuje na rozwój w zrozumieniu psychologicznych aspektów wpływu.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator przeszedł od skupienia na negatywnych aspektach presji społecznej do identyfikacji pozytywnych celów, takich jak refleksja i wsparcie. To pokazuje głębsze zrozumienie wpływu na relacje międzyludzkie.",intention
607,0.5,głęboki,średni,koncepcyjny,mieszany,bardziej konkretny,edukacja emocjonalna; wzmacnianie poczucia własnej wartości,przekonywanie do wartości; zmiana postaw,[],przekonywanie do wartości; zmiana postaw,edukacja emocjonalna; wzmacnianie poczucia własnej wartości,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikowania głębszych celów edukacyjnych do opisywania konkretnego działania nauczyciela, co skutkuje utratą szerszego kontekstu intencji.",-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Zamiast abstrakcyjnych celów związanych z edukacją emocjonalną, annotator skupił się na konkretnym działaniu nauczyciela, co ogranicza zrozumienie głębszych wartości i motywacji.",intention
608,0.5,średni,głęboki,mieszany,koncepcyjny,bardziej koncepcyjny,akceptacja; autentyczność; integracja społeczna,wsparcie emocjonalne; prewencja błędów; autentyczność,autentyczność,wsparcie emocjonalne; prewencja błędów,akceptacja; integracja społeczna,pogłębienie koncepcyjne,Annotator przeszedł od ogólnych celów związanych z akceptacją i integracją do bardziej szczegółowych intencji wsparcia i prewencji. Zrozumienie intencji stało się bardziej złożone i psychologiczne.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator teraz dostrzega głębsze cele, takie jak wsparcie emocjonalne i prewencja błędów, co wskazuje na lepsze zrozumienie psychologicznych aspektów wpływu na uczniów.",intention
609,0.2,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,wsparcie emocjonalne; budowanie wspólnoty; ochrona przed presją,zaangażowanie w działanie społeczne,[],zaangażowanie w działanie społeczne,wsparcie emocjonalne; budowanie wspólnoty; ochrona przed presją,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania głębszych intencji związanych z emocjami i wspólnotą do opisywania konkretnego działania (zbiórka karmy). Stracił fokus na psychologiczne aspekty wpływu.,-0.7,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnym działaniu, ale nie uwzględnia głębszych motywacji i celów, takich jak wsparcie emocjonalne czy ochrona przed presją społeczną.",intention
610,0.5,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,wsparcie dla zwierząt,zaangażowanie społeczne; działania charytatywne; współpraca,[],zaangażowanie społeczne; działania charytatywne; współpraca,wsparcie dla zwierząt,pogłębienie koncepcyjne,Annotator przeszedł od konkretnego wsparcia dla zwierząt do szerszego zrozumienia intencji związanych z akcjami charytatywnymi i współpracą. Zidentyfikował różne aspekty zaangażowania społecznego.,0.7,"Rozwój w zrozumieniu intencji - annotator dostrzega teraz nie tylko konkretne działania, ale także szersze cele związane z charytatywnym zaangażowaniem i współpracą, co wskazuje na głębsze zrozumienie psychologicznych aspektów wpływu.",intention
611,0.4,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,wsparcie; współpraca; budowanie relacji,zaangażowanie społeczne; pomoc; współpraca,współpraca; pomoc,zaangażowanie społeczne,[],pogłębienie koncepcyjne,Annotator przeszedł od opisu konkretnych działań do bardziej złożonego zrozumienia intencji związanych z zaangażowaniem społecznym i współpracą w kontekście pomocy.,0.5,"Rozwój w zrozumieniu intencji - annotator przeszedł od prostych działań do identyfikacji szerszych celów związanych z zaangażowaniem społecznym. W odpowiedzi 'After' widoczne jest zrozumienie, że intencją jest nie tylko pomoc, ale także mobilizacja innych do działania.",intention
612,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,wsparcie emocjonalne; zaangażowanie w działania prospołeczne,konkretne działanie (zbiórka),[],zbiórka karmy,wsparcie emocjonalne; zaangażowanie w działania prospołeczne,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania intencji związanych z emocjonalnym wsparciem i zaangażowaniem w działania prospołeczne do opisywania konkretnego działania (zbiórka karmy). Stracił fokus na głębsze intencje.,-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnym działaniu (zbiórka karmy), ale nie uwzględnia szerszych intencji, takich jak emocjonalne wsparcie czy zaangażowanie w ważne sprawy. Brakuje zrozumienia psychologicznych aspektów wpływu.",intention
613,0.5,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,pomoc; nakłanianie,pomoc; przekonywanie,pomoc,przekonywanie,[],brak znaczącej zmiany,Annotator nie wykazał znaczącej zmiany w głębokości analizy intencji. Obie odpowiedzi koncentrują się na konkretnych działaniach związanych z pomocą.,0.0,"Brak istotnego rozwoju w zrozumieniu intencji. Odpowiedzi pozostają na poziomie konkretnych działań, bez głębszej analizy psychologicznych motywacji czy celów.",intention
614,0.5,średni,głęboki,koncepcyjny,koncepcyjny,bardziej koncepcyjny,motywacja do działania; pomoc społeczna,motywacja do działania; poczucie obowiązku; wzajemność,motywacja do działania,poczucie obowiązku; wzajemność,[],pogłębienie koncepcyjne,"Annotator przeszedł od ogólnego przekonania do pomocy w zbiórce do bardziej złożonych intencji, które obejmują poczucie obowiązku i wzajemność w relacjach.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator dostrzega teraz nie tylko motywację do działania, ale także psychologiczne mechanizmy, takie jak poczucie obowiązku i wzajemność, co wskazuje na głębsze zrozumienie dynamiki wpływu społecznego.",intention
615,0.2,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,manipulacja emocjonalna; wzbudzanie poczucia winy; motywacja do działania,konkretne działanie,[],konkretne działanie,manipulacja emocjonalna; wzbudzanie poczucia winy; motywacja do działania,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od analizy głębszych intencji i emocjonalnych mechanizmów wpływu do opisu konkretnego działania, tracąc z oceny szerszy kontekst psychologiczny.",-0.7,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnym działaniu (sprzątanie garażu), a nie na psychologicznych motywach i emocjonalnych mechanizmach, które mogłyby leżeć u podstaw wpływu.",intention
616,0.2,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,konkretne działania,konkretne działania,konkretne działania,[],[],brak znaczącej zmiany,Annotator nie wykazał znaczącego rozwoju w rozumieniu intencji. Odpowiedzi pozostają na poziomie opisów konkretnych działań bez głębszej analizy celów.,0.0,"Brak ewolucji w rozumieniu intencji. Odpowiedzi są na tym samym poziomie powierzchowności, koncentrując się na konkretnych działaniach bez identyfikacji szerszych celów czy motywacji.",intention
617,0.4,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,uzyskanie pomocy,uzyskanie pomocy,uzyskanie pomocy,[],[],brak znaczącej zmiany,"Annotator nie zmienił swojego podejścia do identyfikacji intencji, pozostając na poziomie konkretnych działań związanych z uzyskaniem pomocy.",0.0,"Brak ewolucji w rozumieniu intencji - odpowiedzi pozostają na poziomie konkretnych działań, bez głębszej analizy psychologicznych motywacji czy celów.",intention
618,0.4,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,pomoc w sprzątaniu,motywacja do działania; obowiązki domowe; zakup jako narzędzie perswazji,[],motywacja do działania; obowiązki domowe; zakup jako narzędzie perswazji,pomoc w sprzątaniu,pogłębienie koncepcyjne,Annotator przeszedł od prostego opisu celu (uzyskanie pomocy) do bardziej złożonego zrozumienia mechanizmu perswazji (zakup butów jako motywacja do pomocy).,0.7,"Rozwój w zrozumieniu intencji - annotator dostrzega teraz nie tylko cel uzyskania pomocy, ale także sposób, w jaki można to osiągnąć poprzez motywację i perswazję. To pokazuje lepsze zrozumienie psychologicznych aspektów wpływu.",intention
619,0.4,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,skłonienie do działania,zaangażowanie w projekt; motywacja,[],zaangażowanie w projekt; motywacja,skłonienie do działania,pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnego działania (sprzątanie garażu) do bardziej złożonego celu, jakim jest zachęcanie do udziału w projekcie, co sugeruje większe zrozumienie intencji wywierania wpływu.",0.5,"Rozwój w zrozumieniu intencji - annotator przeszedł od prostego skłonienia do działania do bardziej złożonego kontekstu zaangażowania w projekt, co wskazuje na lepsze zrozumienie psychologicznych aspektów wpływu.",intention
620,0.2,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,motywacja do działania; budowanie zespołu,udział w projekcie,[],udział w projekcie,motywacja do działania; budowanie zespołu,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania intencji związanych z motywacją i budowaniem zespołu do opisywania konkretnego działania (udział w projekcie). Stracił fokus na głębsze cele i intencje.,-0.7,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnym działaniu, ale nie identyfikuje szerszych celów, takich jak motywacja czy budowanie relacji w zespole.",intention
